А7;М;0.25;40;0;0;0;;
А7;М;0.25;60;0;0;0;;
А7;М;0.25;80;0;0;0;;
А7;М;0.25;100;0;0;0;;
А7;М;0.25;150;0;0;0;;
А7;М;0.25;200;0;0;0;;
А7;М;0.25;300;0;0;0;;
А7;М;0.25;400;0;0;0;;
А7;М;0.25;500;0;0;0;;
А7;М;0.25;600;0;0;0;;
А7;М;0.25;700;0;0;0;;
А7;М;0.25;800;0;0;0;;
А7;М;0.25;900;0;0;0;;
А7;М;0.25;1000;0;0;0;;
А7;М;0.25;1200;0;0;0;;
А7;М;0.25;1500;0;0;0;;
А7;М;0.25;1800;0;0;0;;
А7;М;0.25;2000;0;0;0;;
А7;М;0.5;40;0;0;0;;
А7;М;0.5;60;0;0;0;;
А7;М;0.5;80;0;0;0;;
А7;М;0.5;100;0;0;0;;
А7;М;0.5;150;0;0;0;;
А7;М;0.5;200;0;0;0;;
А7;М;0.5;300;0;0;0;;
А7;М;0.5;400;0;0;0;;
А7;М;0.5;500;0;0;0;;
А7;М;0.5;600;0;0;0;;
А7;М;0.5;700;0;0;0;;
А7;М;0.5;800;0;0;0;;
А7;М;0.5;900;0;0;0;;
А7;М;0.5;1000;0;0;0;;
А7;М;0.5;1200;0;0;0;;
А7;М;0.5;1500;0;0;0;;
А7;М;0.5;1800;0;0;0;;
А7;М;0.5;2000;0;0;0;;
А7;М;0.75;40;0;0;0;;
А7;М;0.75;60;0;0;0;;
А7;М;0.75;80;0;0;0;;
А7;М;0.75;100;0;0;0;;
А7;М;0.75;150;0;0;0;;
А7;М;0.75;200;0;0;0;;
А7;М;0.75;300;0;0;0;;
А7;М;0.75;400;0;0;0;;
А7;М;0.75;500;0;0;0;;
А7;М;0.75;600;0;0;0;;
А7;М;0.75;700;0;0;0;;
А7;М;0.75;800;0;0;0;;
А7;М;0.75;900;0;0;0;;
А7;М;0.75;1000;0;0;0;;
А7;М;0.75;1200;0;0;0;;
А7;М;0.75;1500;0;0;0;;
А7;М;0.75;1800;0;0;0;;
А7;М;0.75;2000;0;0;0;;
А7;М;1;40;0;0;0;;
А7;М;1;60;0;0;0;;
А7;М;1;80;0;0;0;;
А7;М;1;100;0;0;0;;
А7;М;1;150;0;0;0;;
А7;М;1;200;0;0;0;;
А7;М;1;300;0;0;0;;
А7;М;1;400;0;0;0;;
А7;М;1;500;0;0;0;;
А7;М;1;600;0;0;0;;
А7;М;1;700;0;0;0;;
А7;М;1;800;0;0;0;;
А7;М;1;900;0;0;0;;
А7;М;1;1000;0;0;0;;
А7;М;1;1200;0;0;0;;
А7;М;1;1500;0;0;0;;
А7;М;1;1800;0;0;0;;
А7;М;1;2000;0;0;0;;
А7;М;1.25;40;0;0;0;;
А7;М;1.25;60;0;0;0;;
А7;М;1.25;80;0;0;0;;
А7;М;1.25;100;0;0;0;;
А7;М;1.25;150;0;0;0;;
А7;М;1.25;200;0;0;0;;
А7;М;1.25;300;0;0;0;;
А7;М;1.25;400;0;0;0;;
А7;М;1.25;500;0;0;0;;
А7;М;1.25;600;0;0;0;;
А7;М;1.25;700;0;0;0;;
А7;М;1.25;800;0;0;0;;
А7;М;1.25;900;0;0;0;;
А7;М;1.25;1000;0;0;0;;
А7;М;1.25;1200;0;0;0;;
А7;М;1.25;1500;0;0;0;;
А7;М;1.25;1800;0;0;0;;
А7;М;1.25;2000;0;0;0;;
А7;М;1.5;40;0;0;0;;
А7;М;1.5;60;0;0;0;;
А7;М;1.5;80;0;0;0;;
А7;М;1.5;100;0;0;0;;
А7;М;1.5;150;0;0;0;;
А7;М;1.5;200;0;0;0;;
А7;М;1.5;300;0;0;0;;
А7;М;1.5;400;0;0;0;;
А7;М;1.5;500;0;0;0;;
А7;М;1.5;600;0;0;0;;
А7;М;1.5;700;0;0;0;;
А7;М;1.5;800;0;0;0;;
А7;М;1.5;900;0;0;0;;
А7;М;1.5;1000;0;0;0;;
А7;М;1.5;1200;0;0;0;;
А7;М;1.5;1500;0;0;0;;
А7;М;1.5;1800;0;0;0;;
А7;М;1.5;2000;0;0;0;;
А7;М;1.75;40;0;0;0;;
А7;М;1.75;60;0;0;0;;
А7;М;1.75;80;0;0;0;;
